,date,latitude,longitude,timezone,offset,apparentTemperatureHigh,apparentTemperatureHighTime,apparentTemperatureLow,apparentTemperatureLowTime,apparentTemperatureMax,apparentTemperatureMaxTime,apparentTemperatureMin,apparentTemperatureMinTime,cloudCover,dewPoint,humidity,icon,moonPhase,precipType,pressure,summary,sunriseTime,sunsetTime,temperatureHigh,temperatureHighTime,temperatureLow,temperatureLowTime,temperatureMax,temperatureMaxTime,temperatureMin,temperatureMinTime,time,uvIndex,uvIndexTime,visibility,windBearing,windSpeed
0,1999-06-30 05:00:00,-3.74937,-73.2444,America/Lima,-5,97.84,930769200.0,72.93,930816000.0,97.84,930769200.0,71.23,930736800.0,0.8,72.87,0.9,partly-cloudy-day,0.57,rain,,Humid and mostly cloudy throughout the day.,930740435.0,930783299.0,87.86,930769200.0,71.65,930816000.0,87.86,930769200.0,69.85,930736800.0,930718800.0,5.0,930762000.0,,270.0,0.67
1,1999-07-01 05:00:00,-3.74937,-73.2444,America/Lima,-5,94.25,930855600.0,71.23,930902400.0,94.25,930855600.0,72.93,930816000.0,0.81,73.13,0.91,partly-cloudy-day,0.6,rain,,Humid and mostly cloudy throughout the day.,930826844.0,930869711.0,84.25,930855600.0,69.85,930902400.0,84.25,930855600.0,71.65,930816000.0,930805200.0,5.0,930844800.0,,291.0,1.23
2,1999-07-02 05:00:00,-3.74937,-73.2444,America/Lima,-5,100.01,930949200.0,73.21,930992400.0,100.01,930949200.0,71.23,930902400.0,0.76,73.61,0.89,partly-cloudy-day,0.63,rain,,Humid and mostly cloudy throughout the day.,930913254.0,930956123.0,87.86,930949200.0,71.65,930992400.0,87.86,930949200.0,69.85,930902400.0,930891600.0,5.0,930942000.0,,288.0,0.98
3,1999-07-03 05:00:00,-3.74937,-73.2444,America/Lima,-5,100.01,931028400.0,74.89,931071600.0,100.01,931028400.0,73.21,930992400.0,0.74,74.65,0.89,partly-cloudy-day,0.67,rain,,Humid and mostly cloudy throughout the day.,930999663.0,931042535.0,87.86,931028400.0,73.42,931071600.0,87.86,931028400.0,71.65,930992400.0,930978000.0,7.0,931021200.0,,256.0,1.46
4,1999-07-04 05:00:00,-3.74937,-73.2444,America/Lima,-5,97.21,931114800.0,73.21,931168800.0,97.21,931114800.0,74.89,931071600.0,0.72,73.98,0.88,partly-cloudy-day,0.7,,,Humid and mostly cloudy throughout the day.,931086072.0,931128947.0,86.04,931111200.0,71.65,931168800.0,86.04,931111200.0,73.42,931071600.0,931064400.0,7.0,931107600.0,,45.0,1.19
5,1999-07-05 05:00:00,-3.74937,-73.2444,America/Lima,-5,100.01,931201200.0,66.04,931262400.0,100.01,931201200.0,73.21,931168800.0,0.76,74.45,0.88,partly-cloudy-day,0.73,rain,,Humid and mostly cloudy throughout the day.,931172481.0,931215358.0,87.86,931201200.0,65.35,931262400.0,87.86,931201200.0,71.65,931168800.0,931150800.0,6.0,931190400.0,,181.0,1.94
6,1999-07-06 05:00:00,-3.74937,-73.2444,America/Lima,-5,68.96,931280400.0,64.99,931309200.0,73.21,931237200.0,64.99,931309200.0,0.98,65.41,0.94,cloudy,0.77,rain,,Overcast throughout the day.,931258889.0,931301770.0,68.04,931276800.0,64.44,931305600.0,71.65,931237200.0,64.44,931305600.0,931237200.0,4.0,931280400.0,,177.0,5.48
7,1999-07-07 05:00:00,-3.74937,-73.2444,America/Lima,-5,79.74,931370400.0,66.87,931413600.0,79.74,931370400.0,64.99,931323600.0,0.8,65.34,0.85,partly-cloudy-day,0.81,,,Mostly cloudy throughout the day.,931345296.0,931388181.0,78.85,931370400.0,66.24,931410000.0,78.85,931370400.0,64.44,931323600.0,931323600.0,5.0,931366800.0,,160.0,0.98
8,1999-07-08 05:00:00,-3.74937,-73.2444,America/Lima,-5,89.57,931467600.0,64.99,931507200.0,89.57,931467600.0,66.87,931413600.0,0.6,67.5,0.82,partly-cloudy-day,0.84,rain,,Humid and mostly cloudy throughout the day.,931431704.0,931474592.0,82.46,931453200.0,64.44,931507200.0,82.46,931453200.0,66.24,931410000.0,931410000.0,5.0,931446000.0,,151.0,1.67
9,1999-07-09 05:00:00,-3.74937,-73.2444,America/Lima,-5,98.27,931554000.0,65.27,931604400.0,98.27,931554000.0,64.99,931507200.0,0.21,69.99,0.83,partly-cloudy-day,0.88,rain,,Humid and partly cloudy throughout the day.,931518110.0,931561003.0,87.86,931554000.0,64.44,931604400.0,87.86,931554000.0,64.44,931507200.0,931496400.0,7.0,931539600.0,,217.0,0.72
10,1999-07-10 05:00:00,-3.74937,-73.2444,America/Lima,-5,102.62,931633200.0,65.27,931683600.0,102.62,931633200.0,65.27,931604400.0,0.25,70.63,0.81,partly-cloudy-day,0.92,rain,,Humid and partly cloudy throughout the day.,931604517.0,931647413.0,89.65,931629600.0,64.44,931683600.0,89.65,931629600.0,64.44,931604400.0,931582800.0,8.0,931626000.0,,150.0,0.51
11,1999-07-11 05:00:00,-3.74937,-73.2444,America/Lima,-5,100.01,931719600.0,74.78,931780800.0,100.01,931719600.0,65.27,931683600.0,0.43,71.79,0.87,partly-cloudy-day,0.96,,,Humid and mostly cloudy throughout the day.,931690923.0,931733823.0,87.86,931719600.0,73.42,931770000.0,87.86,931719600.0,64.44,931683600.0,931669200.0,4.0,931716000.0,,90.0,0.53
12,1999-07-12 05:00:00,-3.74937,-73.2444,America/Lima,-5,97.21,931813200.0,71.23,931856400.0,97.21,931813200.0,74.78,931780800.0,0.59,74.34,0.88,partly-cloudy-day,1.0,,,Humid and mostly cloudy throughout the day.,931777328.0,931820233.0,86.04,931813200.0,69.85,931856400.0,86.04,931813200.0,73.42,931770000.0,931755600.0,5.0,931806000.0,,143.0,0.69
13,1999-07-13 05:00:00,-3.74937,-73.2444,America/Lima,-5,97.84,931888800.0,72.22,931953600.0,97.84,931888800.0,71.23,931856400.0,0.72,73.71,0.88,partly-cloudy-day,0.04,,,Humid and mostly cloudy throughout the day.,931863733.0,931906643.0,87.86,931888800.0,70.75,931953600.0,87.86,931888800.0,69.85,931856400.0,931842000.0,7.0,931885200.0,,64.0,0.59
14,1999-07-14 05:00:00,-3.74937,-73.2444,America/Lima,-5,90.96,931978800.0,69.24,932022000.0,90.96,931978800.0,72.22,931953600.0,0.73,73.24,0.92,partly-cloudy-day,0.07,,,Humid and mostly cloudy throughout the day.,931950137.0,931993052.0,82.46,931978800.0,68.04,932022000.0,82.46,931978800.0,70.75,931953600.0,931928400.0,5.0,931971600.0,,267.0,1.57
15,1999-07-15 05:00:00,-3.74937,-73.2444,America/Lima,-5,97.84,932065200.0,74.78,932104800.0,97.84,932065200.0,69.24,932022000.0,0.52,72.32,0.87,partly-cloudy-day,0.11,,,Humid and mostly cloudy throughout the day.,932036541.0,932079461.0,87.86,932065200.0,73.42,932104800.0,87.86,932065200.0,68.04,932022000.0,932014800.0,7.0,932058000.0,,270.0,0.58
16,1999-07-16 05:00:00,-3.74937,-73.2444,America/Lima,-5,97.21,932151600.0,71.23,932205600.0,97.21,932151600.0,74.63,932176800.0,0.7,73.08,0.86,partly-cloudy-day,0.14,rain,,Humid and mostly cloudy throughout the day.,932122944.0,932165870.0,86.04,932148000.0,69.85,932205600.0,86.04,932148000.0,73.42,932104800.0,932101200.0,7.0,932144400.0,,215.0,1.18
17,1999-07-17 05:00:00,-3.74937,-73.2444,America/Lima,-5,98.27,932245200.0,73.21,932288400.0,98.27,932245200.0,71.23,932205600.0,0.61,73.93,0.87,partly-cloudy-day,0.18,,,Humid and mostly cloudy throughout the day.,932209347.0,932252278.0,87.86,932241600.0,71.65,932288400.0,87.86,932241600.0,69.85,932205600.0,932187600.0,6.0,932227200.0,,210.0,1.13
18,1999-07-18 05:00:00,-3.74937,-73.2444,America/Lima,-5,100.01,932328000.0,70.23,932374800.0,100.01,932328000.0,73.21,932288400.0,0.65,73.72,0.87,partly-cloudy-day,0.21,,,Humid and mostly cloudy throughout the day.,932295749.0,932338686.0,87.86,932328000.0,68.94,932374800.0,87.86,932328000.0,71.65,932288400.0,932274000.0,7.0,932317200.0,,86.0,1.56
19,1999-07-19 05:00:00,-3.74937,-73.2444,America/Lima,-5,100.01,932414400.0,72.93,932457600.0,100.01,932414400.0,70.23,932374800.0,0.74,73.06,0.89,partly-cloudy-day,0.24,,,Humid and mostly cloudy throughout the day.,932382150.0,932425093.0,87.86,932414400.0,71.65,932457600.0,87.86,932414400.0,68.94,932374800.0,932360400.0,5.0,932403600.0,,268.0,1.33
20,1999-07-20 05:00:00,-3.74937,-73.2444,America/Lima,-5,97.21,932497200.0,72.93,932536800.0,97.21,932497200.0,72.93,932457600.0,0.76,73.47,0.89,partly-cloudy-day,0.27,rain,,Humid and mostly cloudy throughout the day.,932468551.0,932511500.0,86.04,932497200.0,71.65,932536800.0,86.04,932497200.0,71.65,932457600.0,932446800.0,5.0,932490000.0,,155.0,1.23
21,1999-07-21 05:00:00,-3.74937,-73.2444,America/Lima,-5,100.01,932580000.0,74.89,932623200.0,100.01,932580000.0,72.93,932536800.0,0.67,73.32,0.85,partly-cloudy-day,0.3,,,Humid and mostly cloudy throughout the day.,932554952.0,932597907.0,87.86,932580000.0,73.42,932623200.0,87.86,932580000.0,71.65,932536800.0,932533200.0,5.0,932583600.0,,150.0,0.8
22,1999-07-22 05:00:00,-3.74937,-73.2444,America/Lima,-5,86.2,932670000.0,71.23,932724000.0,86.2,932670000.0,74.89,932623200.0,0.82,73.52,0.92,partly-cloudy-day,0.33,rain,,Humid and mostly cloudy throughout the day.,932641352.0,932684313.0,80.62,932670000.0,69.85,932724000.0,80.62,932670000.0,73.42,932623200.0,932619600.0,5.0,932662800.0,,273.0,0.96
23,1999-07-23 05:00:00,-3.74937,-73.2444,America/Lima,-5,94.25,932756400.0,74.78,932796000.0,94.25,932756400.0,71.23,932724000.0,0.77,73.04,0.9,partly-cloudy-day,0.36,rain,,Humid and overcast throughout the day.,932727751.0,932770719.0,84.25,932756400.0,73.42,932792400.0,84.25,932756400.0,69.85,932724000.0,932706000.0,5.0,932749200.0,,60.0,0.57
24,1999-07-24 05:00:00,-3.74937,-73.2444,America/Lima,-5,86.2,932850000.0,71.23,932889600.0,86.2,932850000.0,74.63,932868000.0,0.8,72.85,0.93,partly-cloudy-day,0.39,rain,,Humid and overcast throughout the day.,932814149.0,932857124.0,80.62,932850000.0,69.85,932889600.0,80.62,932850000.0,73.42,932792400.0,932792400.0,4.0,932835600.0,,270.0,0.75
25,1999-07-25 05:00:00,-3.74937,-73.2444,America/Lima,-5,94.25,932929200.0,73.21,932972400.0,94.25,932929200.0,71.23,932889600.0,0.62,73.48,0.9,partly-cloudy-day,0.42,rain,,Humid and mostly cloudy throughout the day.,932900547.0,932943529.0,84.25,932929200.0,71.65,932972400.0,84.25,932929200.0,69.85,932889600.0,932878800.0,5.0,932929200.0,,219.0,1.63
26,1999-07-26 05:00:00,-3.74937,-73.2444,America/Lima,-5,89.57,933022800.0,71.23,933058800.0,89.57,933022800.0,73.21,932972400.0,0.78,72.82,0.91,partly-cloudy-day,0.46,rain,,Humid and mostly cloudy throughout the day.,932986944.0,933029934.0,82.46,933022800.0,69.85,933058800.0,82.46,933022800.0,71.65,932972400.0,932965200.0,5.0,933008400.0,,122.0,0.79
27,1999-07-27 05:00:00,-3.74937,-73.2444,America/Lima,-5,98.27,933098400.0,74.78,933141600.0,98.27,933098400.0,71.23,933058800.0,0.83,73.25,0.91,partly-cloudy-day,0.49,rain,,Humid and mostly cloudy throughout the day.,933073341.0,933116338.0,87.86,933098400.0,73.42,933123600.0,87.86,933098400.0,69.85,933058800.0,933051600.0,7.0,933091200.0,,5.0,1.03
28,1999-07-28 05:00:00,-3.74937,-73.2444,America/Lima,-5,97.21,933188400.0,69.24,933238800.0,97.21,933188400.0,72.67,933213600.0,0.86,72.31,0.9,partly-cloudy-day,0.52,,,Humid and mostly cloudy throughout the day.,933159737.0,933202741.0,86.04,933188400.0,68.04,933238800.0,86.04,933188400.0,71.65,933213600.0,933138000.0,5.0,933181200.0,,,0.3
29,1999-07-29 05:00:00,-3.74937,-73.2444,America/Lima,-5,86.2,933278400.0,71.23,933321600.0,86.2,933278400.0,69.24,933238800.0,0.64,72.42,0.95,partly-cloudy-day,0.55,,,Humid and overcast throughout the day.,933246132.0,933289144.0,80.62,933278400.0,69.85,933321600.0,80.62,933278400.0,68.04,933238800.0,933224400.0,4.0,933267600.0,,265.0,1.47
30,1999-07-30 05:00:00,-3.74937,-73.2444,America/Lima,-5,105.15,933364800.0,71.23,933411600.0,105.15,933364800.0,71.23,933321600.0,0.56,73.83,0.85,partly-cloudy-day,0.59,,,Humid and mostly cloudy throughout the day.,933332527.0,933375547.0,91.46,933364800.0,69.85,933411600.0,91.46,933364800.0,69.85,933321600.0,933310800.0,7.0,933354000.0,,300.0,0.8
31,1999-07-31 05:00:00,-3.74937,-73.2444,America/Lima,-5,100.01,933447600.0,74.78,933487200.0,100.01,933447600.0,71.23,933411600.0,0.81,73.95,0.87,partly-cloudy-day,0.62,,,Humid and mostly cloudy throughout the day.,933418921.0,933461948.0,87.86,933444000.0,73.42,933487200.0,87.86,933444000.0,69.85,933411600.0,933397200.0,5.0,933440400.0,,150.0,1.3
32,1999-08-01 05:00:00,-3.74937,-73.2444,America/Lima,-5,97.21,933534000.0,74.78,933573600.0,97.21,933534000.0,74.78,933487200.0,0.58,73.71,0.88,partly-cloudy-day,0.66,rain,,Humid and mostly cloudy throughout the day.,933505314.0,933548350.0,86.04,933530400.0,73.42,933562800.0,86.04,933530400.0,73.42,933487200.0,933483600.0,5.0,933526800.0,,270.0,0.35
33,1999-08-02 05:00:00,-3.74937,-73.2444,America/Lima,-5,98.49,933616800.0,74.63,933685200.0,98.49,933616800.0,74.78,933573600.0,0.41,74.08,0.85,partly-cloudy-day,0.69,,,Humid and partly cloudy throughout the day.,933591707.0,933634751.0,87.86,933616800.0,73.42,933670800.0,87.86,933616800.0,73.42,933570000.0,933570000.0,7.0,933616800.0,,188.0,1.68
34,1999-08-03 05:00:00,-3.74937,-73.2444,America/Lima,-5,97.84,933699600.0,69.24,933750000.0,97.84,933699600.0,72.67,933739200.0,0.6,73.07,0.85,partly-cloudy-day,0.73,,,Humid throughout the day.,933678099.0,933721151.0,87.86,933699600.0,68.04,933750000.0,87.86,933699600.0,71.65,933739200.0,933656400.0,2.0,933685200.0,,209.0,2.42
35,1999-08-04 05:00:00,-3.74937,-73.2444,America/Lima,-5,100.01,933786000.0,74.78,933832800.0,100.01,933786000.0,69.24,933750000.0,0.25,72.98,0.85,partly-cloudy-day,0.76,,,Humid and partly cloudy throughout the day.,933764490.0,933807551.0,87.86,933786000.0,73.42,933832800.0,87.86,933786000.0,68.04,933750000.0,933742800.0,10.0,933786000.0,,203.0,1.45
36,1999-08-05 05:00:00,-3.74937,-73.2444,America/Lima,-5,95.24,933872400.0,74.89,933922800.0,95.24,933872400.0,74.78,933832800.0,0.67,73.7,0.84,partly-cloudy-day,0.8,,,Humid and mostly cloudy throughout the day.,933850881.0,933893951.0,86.04,933872400.0,73.42,933922800.0,86.04,933872400.0,73.42,933832800.0,933829200.0,5.0,933872400.0,,30.0,1.13
37,1999-08-06 05:00:00,-3.74937,-73.2444,America/Lima,-5,97.84,933969600.0,71.23,934023600.0,97.84,933969600.0,74.89,933922800.0,0.58,74.2,0.84,partly-cloudy-day,0.84,,,Humid and mostly cloudy throughout the day.,933937271.0,933980349.0,87.86,933969600.0,69.85,934023600.0,87.86,933969600.0,73.42,933922800.0,933915600.0,5.0,933955200.0,,36.0,1.99
38,1999-08-07 05:00:00,-3.74937,-73.2444,America/Lima,-5,100.01,934048800.0,71.23,934110000.0,100.01,934048800.0,71.23,934023600.0,0.68,74.01,0.87,partly-cloudy-day,0.87,,,Humid and mostly cloudy throughout the day.,934023661.0,934066748.0,87.86,934048800.0,69.85,934110000.0,87.86,934048800.0,69.85,934023600.0,934002000.0,7.0,934045200.0,,89.0,2.6
39,1999-08-08 05:00:00,-3.74937,-73.2444,America/Lima,-5,89.57,934138800.0,74.89,934164000.0,89.57,934138800.0,71.23,934110000.0,0.85,72.38,0.91,partly-cloudy-day,0.91,,,Humid and mostly cloudy throughout the day.,934110049.0,934153145.0,82.46,934138800.0,73.42,934164000.0,82.46,934138800.0,69.85,934110000.0,934088400.0,5.0,934131600.0,,93.0,1.84
40,1999-08-09 05:00:00,-3.74937,-73.2444,America/Lima,-5,89.57,934228800.0,74.63,934243200.0,89.57,934228800.0,74.63,934243200.0,0.84,72.55,0.93,partly-cloudy-day,0.95,,,Humid and overcast throughout the day.,934196438.0,934239543.0,82.46,934228800.0,73.42,934243200.0,82.46,934228800.0,73.42,934178400.0,934174800.0,5.0,934218000.0,,250.0,1.68
41,1999-08-10 05:00:00,-3.74937,-73.2444,America/Lima,-5,97.21,934311600.0,73.21,934365600.0,97.21,934311600.0,74.89,934261200.0,0.61,74.37,0.87,partly-cloudy-day,0.99,,,Humid and mostly cloudy throughout the day.,934282825.0,934325939.0,86.04,934308000.0,71.65,934365600.0,86.04,934308000.0,73.42,934261200.0,934261200.0,5.0,934304400.0,,228.0,1.49
42,1999-08-11 05:00:00,-3.74937,-73.2444,America/Lima,-5,95.24,934390800.0,71.23,934452000.0,95.24,934390800.0,73.21,934365600.0,0.61,73.57,0.89,partly-cloudy-day,0.02,,,Humid and mostly cloudy throughout the day.,934369212.0,934412336.0,86.04,934390800.0,69.85,934452000.0,86.04,934390800.0,71.65,934365600.0,934347600.0,5.0,934390800.0,,248.0,2.29
43,1999-08-12 05:00:00,-3.74937,-73.2444,America/Lima,-5,94.25,934488000.0,74.78,934524000.0,94.25,934488000.0,71.23,934452000.0,0.66,73.31,0.92,partly-cloudy-day,0.06,rain,,Humid and mostly cloudy throughout the day.,934455598.0,934498731.0,84.25,934488000.0,73.42,934520400.0,84.25,934488000.0,69.85,934452000.0,934434000.0,5.0,934477200.0,,327.0,1.19
44,1999-08-13 05:00:00,-3.74937,-73.2444,America/Lima,-5,100.01,934570800.0,74.78,934610400.0,100.01,934570800.0,74.78,934524000.0,0.73,74.06,0.88,partly-cloudy-day,0.09,,,Humid and mostly cloudy throughout the day.,934541983.0,934585126.0,87.86,934567200.0,73.42,934599600.0,87.86,934567200.0,73.42,934520400.0,934520400.0,7.0,934560000.0,,119.0,1.44
45,1999-08-14 05:00:00,-3.74937,-73.2444,America/Lima,-5,97.21,934657200.0,67.26,934711200.0,97.21,934657200.0,73.21,934686000.0,0.8,73.51,0.9,partly-cloudy-day,0.13,rain,,Humid and mostly cloudy throughout the day.,934628368.0,934671521.0,86.04,934653600.0,66.24,934711200.0,86.04,934653600.0,71.65,934686000.0,934606800.0,7.0,934650000.0,,314.0,2.22
46,1999-08-15 05:00:00,-3.74937,-73.2444,America/Lima,-5,73.21,934722000.0,61.76,934804800.0,74.97,934696800.0,66.71,934765200.0,0.96,67.15,0.92,cloudy,0.16,,,Overcast throughout the day.,934714753.0,934757915.0,71.65,934722000.0,61.38,934804800.0,73.42,934693200.0,66.24,934711200.0,934693200.0,5.0,934736400.0,,150.0,3.7
47,1999-08-16 05:00:00,-3.74937,-73.2444,America/Lima,-5,75.74,934826400.0,,,75.74,934826400.0,61.76,934804800.0,0.75,63.29,0.88,partly-cloudy-day,0.19,,,Mostly cloudy throughout the day.,934801136.0,934844309.0,75.23,934826400.0,,,75.23,934826400.0,61.38,934804800.0,934779600.0,7.0,934830000.0,,171.0,1.31
48,1999-08-17 05:00:00,-3.74937,-73.2444,America/Lima,-5,83.32,934916400.0,62.89,934956000.0,83.32,934916400.0,62.89,934891200.0,0.14,64.97,0.81,partly-cloudy-day,0.22,,,Clear throughout the day.,934887519.0,934930702.0,80.62,934916400.0,62.63,934956000.0,80.62,934916400.0,62.63,934891200.0,934866000.0,10.0,934912800.0,,,0.35
49,1999-08-18 05:00:00,-3.74937,-73.2444,America/Lima,-5,93.5,935002800.0,63.29,935060400.0,93.5,935002800.0,62.89,934956000.0,0.0,66.46,0.84,clear-day,0.25,,,Humid throughout the day.,934973902.0,935017094.0,86.04,935002800.0,62.63,935060400.0,86.04,935002800.0,62.63,934956000.0,934952400.0,10.0,934999200.0,,185.0,0.95
50,1999-08-19 05:00:00,-3.74937,-73.2444,America/Lima,-5,98.27,935092800.0,67.26,935139600.0,98.27,935092800.0,63.29,935060400.0,0.05,68.34,0.77,clear-day,0.28,,,Humid and partly cloudy throughout the day.,935060284.0,935103486.0,89.65,935092800.0,66.24,935139600.0,89.65,935092800.0,62.63,935060400.0,935038800.0,11.0,935082000.0,,144.0,1.4
51,1999-08-20 05:00:00,-3.74937,-73.2444,America/Lima,-5,102.73,935175600.0,74.78,935236800.0,102.73,935175600.0,67.26,935139600.0,0.07,71.01,0.83,clear-day,0.31,,,Humid and partly cloudy throughout the day.,935146665.0,935189878.0,91.46,935175600.0,73.42,935229600.0,91.46,935175600.0,66.24,935139600.0,935125200.0,10.0,935164800.0,,155.0,1.55
52,1999-08-21 05:00:00,-3.74937,-73.2444,America/Lima,-5,105.05,935262000.0,72.82,935323200.0,105.05,935262000.0,74.78,935236800.0,0.12,74.32,0.78,clear-day,0.34,,,Humid and partly cloudy throughout the day.,935233046.0,935276269.0,93.22,935262000.0,71.65,935323200.0,93.22,935262000.0,73.42,935229600.0,935211600.0,10.0,935251200.0,,214.0,1.13
53,1999-08-22 05:00:00,-3.74937,-73.2444,America/Lima,-5,103.2,935344800.0,,,103.2,935344800.0,72.82,935323200.0,0.26,74.22,0.79,partly-cloudy-day,0.37,,,Mostly cloudy throughout the day.,935319426.0,935362660.0,91.46,935344800.0,,,91.46,935344800.0,71.65,935323200.0,935298000.0,10.0,935337600.0,,102.0,3.04
54,1999-08-23 05:00:00,-3.74937,-73.2444,America/Lima,-5,102.62,935434800.0,68.04,935488800.0,102.62,935434800.0,73.99,935409600.0,0.87,75.06,0.85,partly-cloudy-day,0.4,,,Humid and overcast throughout the day.,935405806.0,935449050.0,89.65,935434800.0,68.04,935488800.0,89.65,935434800.0,72.53,935409600.0,935384400.0,5.0,935427600.0,,86.0,2.85
55,1999-08-24 05:00:00,-3.74937,-73.2444,America/Lima,-5,102.62,935528400.0,74.78,935582400.0,102.62,935528400.0,68.04,935488800.0,0.59,72.75,0.85,partly-cloudy-day,0.44,,,Humid and overcast throughout the day.,935492185.0,935535440.0,89.65,935528400.0,73.42,935564400.0,89.65,935528400.0,68.04,935488800.0,935470800.0,5.0,935517600.0,,330.0,0.65
56,1999-08-25 05:00:00,-3.74937,-73.2444,America/Lima,-5,101.63,935614800.0,74.78,935668800.0,101.63,935614800.0,74.78,935582400.0,0.41,73.49,0.81,partly-cloudy-day,0.47,rain,,Humid and mostly cloudy throughout the day.,935578563.0,935621829.0,91.46,935614800.0,73.42,935654400.0,91.46,935614800.0,73.42,935564400.0,935557200.0,9.0,935596800.0,,120.0,1.7
57,1999-08-26 05:00:00,-3.74937,-73.2444,America/Lima,-5,100.3,935694000.0,73.21,935755200.0,100.3,935694000.0,74.78,935668800.0,0.83,74.0,0.84,partly-cloudy-day,0.5,,,Humid and mostly cloudy throughout the day.,935664941.0,935708218.0,89.65,935694000.0,71.65,935755200.0,89.65,935694000.0,73.42,935654400.0,935643600.0,5.0,935686800.0,,287.0,2.63
58,1999-08-27 05:00:00,-3.74937,-73.2444,America/Lima,-5,102.73,935787600.0,73.21,935830800.0,102.73,935787600.0,73.21,935755200.0,0.51,73.86,0.8,partly-cloudy-day,0.54,rain,,Humid and partly cloudy throughout the day.,935751319.0,935794607.0,91.46,935787600.0,71.65,935830800.0,91.46,935787600.0,71.65,935755200.0,935730000.0,10.0,935769600.0,,102.0,1.77
59,1999-08-28 05:00:00,-3.74937,-73.2444,America/Lima,-5,100.3,935859600.0,74.78,935928000.0,100.3,935859600.0,73.21,935830800.0,0.63,73.17,0.86,partly-cloudy-day,0.57,rain,,Humid and mostly cloudy throughout the day.,935837696.0,935880995.0,89.65,935859600.0,73.42,935888400.0,89.65,935859600.0,71.65,935830800.0,935816400.0,8.0,935859600.0,,311.0,1.5
60,1999-08-29 05:00:00,-3.74937,-73.2444,America/Lima,-5,105.15,935953200.0,73.21,936014400.0,105.15,935953200.0,74.78,935928000.0,0.78,73.14,0.84,partly-cloudy-day,0.61,,,Humid and mostly cloudy throughout the day.,935924073.0,935967383.0,91.46,935953200.0,71.65,936014400.0,91.46,935953200.0,73.42,935902800.0,935902800.0,6.0,935953200.0,,76.0,2.75
61,1999-08-30 05:00:00,-3.74937,-73.2444,America/Lima,-5,105.15,936043200.0,73.21,936090000.0,105.15,936043200.0,73.21,936014400.0,0.67,74.35,0.87,partly-cloudy-day,0.65,,,Humid and mostly cloudy throughout the day.,936010449.0,936053770.0,91.46,936043200.0,71.65,936090000.0,91.46,936043200.0,71.65,936014400.0,935989200.0,7.0,936028800.0,,292.0,1.27
62,1999-08-31 05:00:00,-3.74937,-73.2444,America/Lima,-5,105.15,936126000.0,73.21,936176400.0,105.15,936126000.0,73.21,936090000.0,0.73,74.14,0.82,partly-cloudy-day,0.68,,,Humid and mostly cloudy throughout the day.,936096825.0,936140157.0,91.46,936126000.0,71.65,936176400.0,91.46,936126000.0,71.65,936090000.0,936075600.0,8.0,936118800.0,,87.0,2.12
63,1999-09-01 05:00:00,-3.74937,-73.2444,America/Lima,-5,110.02,936219600.0,74.78,936252000.0,110.02,936219600.0,73.21,936176400.0,0.64,74.22,0.85,partly-cloudy-day,0.72,,,Humid and mostly cloudy throughout the day.,936183200.0,936226544.0,95.04,936219600.0,73.42,936230400.0,95.04,936219600.0,71.65,936176400.0,936162000.0,8.0,936205200.0,,9.0,1.35
64,1999-09-02 05:00:00,-3.74937,-73.2444,America/Lima,-5,105.15,936306000.0,71.23,936349200.0,105.15,936306000.0,74.78,936252000.0,0.64,73.82,0.84,partly-cloudy-day,0.76,rain,,Humid and mostly cloudy throughout the day.,936269576.0,936312930.0,91.46,936298800.0,69.85,936349200.0,91.46,936298800.0,73.42,936248400.0,936248400.0,10.0,936291600.0,,15.0,2.69
65,1999-09-03 05:00:00,-3.74937,-73.2444,America/Lima,-5,105.15,936388800.0,74.89,936428400.0,105.15,936388800.0,71.23,936349200.0,0.63,73.71,0.84,partly-cloudy-day,0.79,rain,,Humid and mostly cloudy throughout the day.,936355950.0,936399316.0,91.46,936388800.0,73.42,936428400.0,91.46,936388800.0,69.85,936349200.0,936334800.0,8.0,936378000.0,,2.0,1.61
66,1999-09-04 05:00:00,-3.74937,-73.2444,America/Lima,-5,97.84,936471600.0,73.21,936518400.0,97.84,936471600.0,74.89,936428400.0,0.75,73.74,0.84,partly-cloudy-day,0.83,,,Humid and mostly cloudy throughout the day.,936442325.0,936485702.0,87.86,936471600.0,71.65,936518400.0,87.86,936471600.0,73.42,936428400.0,936421200.0,6.0,936464400.0,,182.0,0.91
67,1999-09-05 05:00:00,-3.74937,-73.2444,America/Lima,-5,107.56,936565200.0,74.78,936597600.0,107.56,936565200.0,73.21,936518400.0,0.51,74.23,0.81,partly-cloudy-day,0.86,,,Humid and mostly cloudy throughout the day.,936528699.0,936572087.0,93.22,936565200.0,73.42,936597600.0,93.22,936565200.0,71.65,936518400.0,936507600.0,8.0,936547200.0,,320.0,1.34
68,1999-09-06 05:00:00,-3.74937,-73.2444,America/Lima,-5,107.56,936648000.0,73.21,936702000.0,107.56,936648000.0,74.78,936597600.0,0.46,74.24,0.79,partly-cloudy-day,0.9,,,Humid and partly cloudy throughout the day.,936615072.0,936658473.0,93.22,936648000.0,71.65,936702000.0,93.22,936648000.0,73.42,936597600.0,936594000.0,8.0,936637200.0,,6.0,1.23
