,date,latitude,longitude,timezone,offset,apparentTemperatureHigh,apparentTemperatureHighTime,apparentTemperatureLow,apparentTemperatureLowTime,apparentTemperatureMax,apparentTemperatureMaxTime,apparentTemperatureMin,apparentTemperatureMinTime,cloudCover,dewPoint,humidity,icon,moonPhase,precipIntensity,precipIntensityMax,precipIntensityMaxTime,precipProbability,precipType,pressure,summary,sunriseTime,sunsetTime,temperatureHigh,temperatureHighTime,temperatureLow,temperatureLowTime,temperatureMax,temperatureMaxTime,temperatureMin,temperatureMinTime,time,uvIndex,uvIndexTime,visibility,windBearing,windGust,windGustTime,windSpeed
0,1989-05-01 04:00:00,18.4653,-66.1167,America/Puerto_Rico,-4,88.2,610048800.0,74.07,610095600.0,88.2,610048800.0,74.36,610009200.0,0.41,70.15,0.77,rain,0.87,0.001,0.0118,610005600.0,1.0,rain,1017.0,Drizzle in the morning.,610019894.0,610066033.0,85.9,610048800.0,72.95,610095600.0,85.9,610048800.0,72.95,610009200.0,609998400.0,6.0,610038000.0,,110.0,,,10.32
1,1989-05-02 04:00:00,18.4653,-66.1167,America/Puerto_Rico,-4,88.19,610131600.0,74.07,610192800.0,88.19,610131600.0,74.07,610095600.0,0.27,69.95,0.78,partly-cloudy-day,0.9,0.0,0.0,,0.0,,1016.85,Light rain overnight.,610106262.0,610152453.0,83.91,610131600.0,72.95,610182000.0,83.91,610131600.0,72.95,610095600.0,610084800.0,10.0,610128000.0,,101.0,,,8.98
2,1989-05-03 04:00:00,18.4653,-66.1167,America/Puerto_Rico,-4,88.19,610221600.0,73.02,610279200.0,88.19,610221600.0,74.07,610192800.0,0.3,69.48,0.76,rain,0.94,0.0038,0.0906,610178400.0,1.0,rain,1016.53,Light rain overnight.,610192631.0,610238873.0,83.91,610221600.0,71.85,610268400.0,83.91,610221600.0,72.95,610182000.0,610171200.0,10.0,610214400.0,,105.0,,,8.69
3,1989-05-04 04:00:00,18.4653,-66.1167,America/Puerto_Rico,-4,87.5,610286400.0,73.15,610365600.0,87.5,610286400.0,73.02,610279200.0,0.38,69.65,0.79,rain,0.98,0.0054,0.059000000000000004,610261200.0,1.0,rain,1015.73,Light rain in the morning.,610279000.0,610325294.0,82.86,610286400.0,71.85,610365600.0,82.86,610286400.0,71.85,610268400.0,610257600.0,10.0,610304400.0,,107.0,,,8.18
4,1989-05-05 04:00:00,18.4653,-66.1167,America/Puerto_Rico,-4,87.67,610390800.0,72.86,610452000.0,87.67,610390800.0,73.15,610365600.0,0.55,69.04,0.76,rain,0.02,0.0013,0.0197,610365600.0,1.0,rain,1016.33,Light rain in the morning.,610365371.0,610411715.0,83.91,610390800.0,71.85,610441200.0,83.91,610390800.0,71.85,610365600.0,610344000.0,10.0,610390800.0,,108.0,,,8.93
5,1989-05-06 04:00:00,18.4653,-66.1167,America/Puerto_Rico,-4,86.54,610470000.0,72.15,610538400.0,86.54,610470000.0,72.86,610452000.0,0.56,67.99,0.73,rain,0.06,0.0077,0.1417,610509600.0,1.0,rain,1016.9,"Heavy rain until morning, starting again in the evening.",610451742.0,610498137.0,83.91,610470000.0,70.94,610531200.0,83.91,610470000.0,71.85,610441200.0,610430400.0,9.0,610470000.0,,115.0,,,9.81
6,1989-05-07 04:00:00,18.4653,-66.1167,America/Puerto_Rico,-4,84.3,610574400.0,70.81,610614000.0,84.3,610574400.0,72.15,610538400.0,0.72,69.88,0.84,rain,0.1,0.0226,0.4609,610520400.0,1.0,rain,1016.23,"Light rain until morning, starting again in the evening.",610538114.0,610584558.0,80.85,610574400.0,69.87,610614000.0,80.85,610574400.0,70.94,610531200.0,610516800.0,6.0,610556400.0,,126.0,,,6.55
7,1989-05-08 04:00:00,18.4653,-66.1167,America/Puerto_Rico,-4,88.76,610653600.0,70.81,610704000.0,88.76,610653600.0,70.81,610614000.0,0.34,68.89,0.77,rain,0.13,0.001,0.0118,610610400.0,1.0,rain,1015.17,Partly cloudy throughout the day.,610624488.0,610670980.0,84.84,610653600.0,69.87,610704000.0,84.84,610653600.0,69.87,610614000.0,610603200.0,10.0,610646400.0,,107.0,,,5.75
8,1989-05-09 04:00:00,18.4653,-66.1167,America/Puerto_Rico,-4,88.87,610725600.0,72.01,610790400.0,88.87,610725600.0,70.81,610704000.0,0.14,68.82,0.75,partly-cloudy-day,0.17,0.0,0.0,,0.0,,1015.22,Partly cloudy throughout the day.,610710862.0,610757402.0,84.84,610740000.0,70.97,610790400.0,84.84,610740000.0,69.87,610704000.0,610689600.0,10.0,610732800.0,,105.0,,,6.21
9,1989-05-10 04:00:00,18.4653,-66.1167,America/Puerto_Rico,-4,90.6,610815600.0,73.77,610876800.0,90.6,610815600.0,72.01,610790400.0,0.39,68.51,0.73,partly-cloudy-day,0.2,0.0,0.0,,0.0,,1014.86,Mostly cloudy throughout the day.,610797237.0,610843824.0,86.99,610826400.0,72.95,610876800.0,86.99,610826400.0,70.97,610790400.0,610776000.0,9.0,610815600.0,,155.0,,,5.23
10,1989-05-11 04:00:00,18.4653,-66.1167,America/Puerto_Rico,-4,93.85,610905600.0,75.04,610963200.0,93.85,610905600.0,73.77,610876800.0,0.61,69.0,0.7,partly-cloudy-day,0.23,0.0,0.0,,0.0,,1015.31,Mostly cloudy throughout the day.,610883613.0,610930247.0,87.89,610905600.0,73.84,610963200.0,87.89,610905600.0,72.95,610876800.0,610862400.0,10.0,610905600.0,,157.0,,,5.73
11,1989-05-12 04:00:00,18.4653,-66.1167,America/Puerto_Rico,-4,92.09,610995600.0,76.23,611049600.0,92.09,610995600.0,75.04,610963200.0,0.69,70.93,0.74,partly-cloudy-day,0.26,0.0,0.0,,0.0,,1014.72,Humid and mostly cloudy throughout the day.,610969989.0,611016669.0,85.9,610995600.0,74.91,611049600.0,85.9,610995600.0,73.84,610963200.0,610948800.0,10.0,610995600.0,,103.0,,,6.42
12,1989-05-13 04:00:00,18.4653,-66.1167,America/Puerto_Rico,-4,95.19,611089200.0,76.08,611136000.0,95.19,611089200.0,76.23,611049600.0,0.79,71.82,0.76,rain,0.29,0.0013,0.0315,611074800.0,1.0,rain,1015.73,Light rain in the morning.,611056367.0,611103092.0,88.98,611089200.0,74.91,611136000.0,88.98,611089200.0,74.91,611049600.0,611035200.0,8.0,611085600.0,,116.0,,,6.97
13,1989-05-14 04:00:00,18.4653,-66.1167,America/Puerto_Rico,-4,94.6,611164800.0,76.23,611229600.0,94.6,611164800.0,76.08,611136000.0,0.41,71.05,0.72,partly-cloudy-day,0.33,0.0,0.0,,0.0,,1016.81,Humid and partly cloudy throughout the day.,611142746.0,611189515.0,89.87,611164800.0,74.91,611229600.0,89.87,611164800.0,74.91,611136000.0,611121600.0,10.0,611164800.0,,115.0,,,9.65
14,1989-05-15 04:00:00,18.4653,-66.1167,America/Puerto_Rico,-4,95.32,611251200.0,76.94,611305200.0,95.32,611251200.0,76.23,611229600.0,0.79,70.98,0.71,partly-cloudy-day,0.36,0.0,0.0,,0.0,,1017.34,Mostly cloudy throughout the day.,611229126.0,611275938.0,89.87,611251200.0,75.78,611301600.0,89.87,611251200.0,74.91,611229600.0,611208000.0,6.0,611251200.0,,149.0,,,7.94
15,1989-05-16 04:00:00,18.4653,-66.1167,America/Puerto_Rico,-4,95.05,611344800.0,75.2,611402400.0,95.05,611344800.0,76.94,611305200.0,0.26,69.12,0.67,partly-cloudy-day,0.39,0.0,0.0,,0.0,,1017.26,Partly cloudy throughout the day.,611315506.0,611362361.0,90.95,611337600.0,73.84,611402400.0,90.95,611337600.0,75.78,611301600.0,611294400.0,10.0,611337600.0,,151.0,,,7.12
16,1989-05-17 04:00:00,18.4653,-66.1167,America/Puerto_Rico,-4,96.91,611434800.0,75.04,611488800.0,96.91,611434800.0,75.2,611402400.0,0.12,69.48,0.66,clear-day,0.42,0.0,0.0,,0.0,,1017.68,Partly cloudy throughout the day.,611401888.0,611448784.0,91.81,611431200.0,73.84,611488800.0,91.81,611431200.0,73.84,611402400.0,611380800.0,10.0,611424000.0,,158.0,,,6.71
17,1989-05-18 04:00:00,18.4653,-66.1167,America/Puerto_Rico,-4,96.91,611514000.0,75.02,611568000.0,96.91,611514000.0,75.04,611488800.0,0.06,69.53,0.68,clear-day,0.45,0.0,0.0,,0.0,,1017.16,Clear throughout the day.,611488270.0,611535207.0,91.81,611510400.0,73.81,611564400.0,91.81,611510400.0,73.84,611488800.0,611467200.0,11.0,611514000.0,,170.0,,,7.11
18,1989-05-19 04:00:00,18.4653,-66.1167,America/Puerto_Rico,-4,95.99,611607600.0,76.23,611654400.0,95.99,611607600.0,75.02,611568000.0,0.05,70.76,0.72,clear-day,0.48,0.0,0.0,,0.0,,1016.46,Clear throughout the day.,611574654.0,611621631.0,91.81,611600400.0,74.91,611654400.0,91.81,611600400.0,73.81,611564400.0,611553600.0,11.0,611600400.0,,129.0,,,7.32
19,1989-05-20 04:00:00,18.4653,-66.1167,America/Puerto_Rico,-4,99.18,611686800.0,76.23,611748000.0,99.18,611686800.0,76.23,611654400.0,0.23,72.5,0.73,partly-cloudy-day,0.51,0.0,0.0,,0.0,,1016.28,Humid and partly cloudy throughout the day.,611661038.0,611708054.0,91.81,611697600.0,74.91,611748000.0,91.81,611697600.0,74.91,611654400.0,611640000.0,10.0,611683200.0,,115.0,,,7.07
20,1989-05-21 04:00:00,18.4653,-66.1167,America/Puerto_Rico,-4,97.39,611773200.0,75.2,611834400.0,97.39,611773200.0,76.23,611748000.0,0.09,70.36,0.68,clear-day,0.54,0.0,0.0,,0.0,,1016.56,Partly cloudy throughout the day.,611747424.0,611794477.0,92.95,611773200.0,73.84,611834400.0,92.95,611773200.0,74.91,611748000.0,611726400.0,10.0,611769600.0,,156.0,,,6.3
21,1989-05-22 04:00:00,18.4653,-66.1167,America/Puerto_Rico,-4,95.26,611866800.0,75.96,611913600.0,95.26,611866800.0,75.2,611834400.0,0.13,69.81,0.68,partly-cloudy-day,0.57,0.0,0.0,,0.0,,1017.46,Partly cloudy throughout the day.,611833810.0,611880901.0,92.95,611863200.0,74.91,611913600.0,92.95,611863200.0,73.84,611834400.0,611812800.0,10.0,611856000.0,,134.0,,,6.85
22,1989-05-23 04:00:00,18.4653,-66.1167,America/Puerto_Rico,-4,92.78,611949600.0,74.77,612007200.0,92.78,611949600.0,75.96,611913600.0,0.11,69.11,0.68,clear-day,0.61,0.0,0.0,,0.0,,1017.34,Partly cloudy throughout the day.,611920198.0,611967324.0,88.98,611949600.0,73.84,612007200.0,88.98,611949600.0,74.91,611913600.0,611899200.0,10.0,611942400.0,,99.0,,,9.15
23,1989-05-24 04:00:00,18.4653,-66.1167,America/Puerto_Rico,-4,91.9,612036000.0,75.96,612093600.0,91.9,612036000.0,74.77,612007200.0,0.42,69.15,0.69,partly-cloudy-day,0.64,0.0,0.0,,0.0,,1017.06,Partly cloudy throughout the day.,612006586.0,612053747.0,86.99,612021600.0,74.91,612086400.0,86.99,612021600.0,73.84,612007200.0,611985600.0,10.0,612028800.0,,101.0,,,9.52
24,1989-05-25 04:00:00,18.4653,-66.1167,America/Puerto_Rico,-4,90.6,612122400.0,75.18,612172800.0,90.6,612122400.0,75.96,612093600.0,0.62,69.12,0.69,partly-cloudy-day,0.67,0.0,0.0,,0.0,,1016.48,Light rain overnight.,612092975.0,612140171.0,85.9,612118800.0,73.81,612172800.0,85.9,612118800.0,74.91,612086400.0,612072000.0,6.0,612115200.0,,100.0,,,8.26
25,1989-05-26 04:00:00,18.4653,-66.1167,America/Puerto_Rico,-4,88.76,612198000.0,74.07,612248400.0,88.76,612198000.0,75.18,612172800.0,0.89,70.52,0.79,rain,0.71,0.0272,0.3896,612208800.0,1.0,rain,1016.52,Rain in the afternoon.,612179365.0,612226594.0,84.84,612198000.0,72.95,612248400.0,84.84,612198000.0,73.81,612172800.0,612158400.0,6.0,612205200.0,,117.0,,,5.96
26,1989-05-27 04:00:00,18.4653,-66.1167,America/Puerto_Rico,-4,89.33,612298800.0,74.2,612352800.0,89.33,612298800.0,74.07,612248400.0,0.79,71.23,0.82,rain,0.74,0.0067,0.071,612288000.0,1.0,rain,1016.83,"Light rain until afternoon, starting again overnight.",612265757.0,612313017.0,84.84,612295200.0,72.95,612352800.0,84.84,612295200.0,72.95,612248400.0,612244800.0,5.0,612288000.0,,130.0,,,8.11
27,1989-05-28 04:00:00,18.4653,-66.1167,America/Puerto_Rico,-4,89.47,612385200.0,75.2,612432000.0,89.47,612385200.0,74.2,612352800.0,0.89,71.37,0.83,rain,0.78,0.0248,0.2401,612363600.0,1.0,rain,1016.52,"Rain until afternoon, starting again overnight.",612352149.0,612399440.0,83.91,612385200.0,73.84,612432000.0,83.91,612385200.0,72.95,612352800.0,612331200.0,5.0,612374400.0,,110.0,,,7.68
28,1989-05-29 04:00:00,18.4653,-66.1167,America/Puerto_Rico,-4,89.47,612453600.0,76.35,612525600.0,89.47,612453600.0,75.2,612432000.0,0.85,71.92,0.81,partly-cloudy-day,0.82,0.0,0.0,,0.0,,1016.26,Light rain overnight.,612438542.0,612485862.0,83.91,612453600.0,74.91,612514800.0,83.91,612453600.0,73.84,612432000.0,612417600.0,6.0,612457200.0,,99.0,,,6.53
29,1989-05-30 04:00:00,18.4653,-66.1167,America/Puerto_Rico,-4,79.48,612536400.0,73.02,612601200.0,79.48,612536400.0,74.2,612550800.0,0.99,72.12,0.89,rain,0.86,0.0538,0.4609,612540000.0,1.0,rain,1016.27,Heavy rain until evening.,612524936.0,612572285.0,78.0,612532800.0,71.85,612601200.0,78.0,612532800.0,72.95,612550800.0,612504000.0,5.0,612547200.0,,106.0,,,7.59
30,1989-05-31 04:00:00,18.4653,-66.1167,America/Puerto_Rico,-4,87.32,612630000.0,72.31,612687600.0,87.32,612630000.0,73.02,612601200.0,0.96,70.2,0.86,rain,0.89,0.0441,0.4095,612669600.0,1.0,rain,1016.32,Heavy rain and humid throughout the day.,612611331.0,612658707.0,81.93,612626400.0,70.97,612687600.0,81.93,612626400.0,71.85,612601200.0,612590400.0,5.0,612633600.0,,102.0,,,5.88
31,1989-06-01 04:00:00,18.4653,-66.1167,America/Puerto_Rico,-4,87.32,612720000.0,75.48,612763200.0,87.32,612720000.0,72.31,612687600.0,0.94,71.51,0.88,rain,0.93,0.0177,0.1614,612759600.0,1.0,rain,1016.52,Heavy rain and humid throughout the day.,612697727.0,612745129.0,81.93,612720000.0,73.81,612763200.0,81.93,612720000.0,70.97,612687600.0,612676800.0,5.0,612720000.0,,116.0,,,7.04
32,1989-06-02 04:00:00,18.4653,-66.1167,America/Puerto_Rico,-4,87.85,612802800.0,75.5,612856800.0,87.85,612802800.0,75.48,612763200.0,0.89,73.54,0.9,rain,0.97,0.0443,0.4211,612774000.0,1.0,rain,1016.28,"Rain until afternoon, starting again overnight.",612784124.0,612831551.0,81.93,612802800.0,73.84,612856800.0,81.93,612802800.0,73.81,612763200.0,612763200.0,5.0,612806400.0,,109.0,,,7.29
33,1989-06-03 04:00:00,18.4653,-66.1167,America/Puerto_Rico,-4,88.03,612907200.0,74.49,612957600.0,88.03,612907200.0,75.5,612856800.0,0.74,73.31,0.87,rain,0.01,0.0039,0.0394,612874800.0,1.0,rain,1016.22,Rain in the morning and overnight.,612870521.0,612917972.0,82.86,612907200.0,72.95,612957600.0,82.86,612907200.0,73.84,612856800.0,612849600.0,5.0,612892800.0,,111.0,,,6.99
34,1989-06-04 04:00:00,18.4653,-66.1167,America/Puerto_Rico,-4,92.62,612979200.0,77.37,613036800.0,92.62,612979200.0,74.49,612957600.0,0.56,74.27,0.86,rain,0.04,0.0302,0.5515,612972000.0,1.0,rain,1016.82,Heavy rain in the morning.,612956920.0,613004394.0,83.91,612979200.0,75.8,613036800.0,83.91,612979200.0,72.95,612957600.0,612936000.0,6.0,612975600.0,,98.0,,,7.18
35,1989-06-05 04:00:00,18.4653,-66.1167,America/Puerto_Rico,-4,93.81,613062000.0,79.34,613126800.0,93.81,613062000.0,77.37,613036800.0,0.18,73.3,0.78,partly-cloudy-day,0.08,0.0,0.0,,0.0,,1018.06,Humid and partly cloudy throughout the day.,613043319.0,613090815.0,86.99,613072800.0,77.97,613130400.0,86.99,613072800.0,75.8,613036800.0,613022400.0,10.0,613065600.0,,106.0,,,8.89
36,1989-06-06 04:00:00,18.4653,-66.1167,America/Puerto_Rico,-4,93.01,613148400.0,76.23,613213200.0,93.01,613148400.0,79.34,613126800.0,0.21,72.68,0.76,partly-cloudy-day,0.11,0.0,0.0,,0.0,,1018.59,Humid and partly cloudy throughout the day.,613129720.0,613177235.0,85.9,613148400.0,74.91,613213200.0,85.9,613148400.0,77.97,613130400.0,613108800.0,10.0,613152000.0,,98.0,,,10.08
37,1989-06-07 04:00:00,18.4653,-66.1167,America/Puerto_Rico,-4,90.71,613242000.0,77.09,613296000.0,90.71,613242000.0,76.23,613213200.0,0.58,71.14,0.74,partly-cloudy-day,0.15,0.0,0.0,,0.0,,1018.26,Mostly cloudy throughout the day.,613216121.0,613263655.0,84.84,613234800.0,75.8,613296000.0,84.84,613234800.0,74.91,613213200.0,613195200.0,5.0,613238400.0,,96.0,,,9.31
38,1989-06-08 04:00:00,18.4653,-66.1167,America/Puerto_Rico,-4,91.56,613328400.0,76.23,613389600.0,91.56,613328400.0,77.09,613296000.0,0.6,71.75,0.75,partly-cloudy-day,0.18,0.0,0.0,,0.0,,1018.34,Humid and mostly cloudy throughout the day.,613302523.0,613350075.0,84.84,613321200.0,74.91,613389600.0,84.84,613321200.0,75.8,613296000.0,613281600.0,5.0,613324800.0,,95.0,,,9.81
39,1989-06-09 04:00:00,18.4653,-66.1167,America/Puerto_Rico,-4,91.56,613411200.0,78.15,613472400.0,91.56,613411200.0,76.23,613389600.0,0.36,72.28,0.76,partly-cloudy-day,0.21,0.0,0.0,,0.0,,1018.53,Humid and partly cloudy throughout the day.,613388926.0,613436494.0,84.84,613411200.0,76.89,613468800.0,84.84,613411200.0,74.91,613389600.0,613368000.0,10.0,613411200.0,,95.0,,,9.89
40,1989-06-10 04:00:00,18.4653,-66.1167,America/Puerto_Rico,-4,93.01,613504800.0,82.13,613558800.0,93.01,613504800.0,78.15,613472400.0,0.47,72.7,0.75,partly-cloudy-day,0.24,0.0,0.0,,0.0,,1018.81,Humid and partly cloudy throughout the day.,613475330.0,613522913.0,85.9,613504800.0,78.89,613555200.0,85.9,613504800.0,76.89,613468800.0,613454400.0,10.0,613497600.0,,100.0,,,10.42
41,1989-06-11 04:00:00,18.4653,-66.1167,America/Puerto_Rico,-4,91.56,613591200.0,81.92,613641600.0,91.56,613591200.0,82.13,613558800.0,0.86,73.61,0.78,rain,0.27,0.0005,0.0118,613573200.0,1.0,rain,1018.93,Drizzle in the morning.,613561735.0,613609331.0,84.84,613591200.0,78.89,613641600.0,84.84,613591200.0,78.89,613555200.0,613540800.0,5.0,613584000.0,,97.0,,,12.12
42,1989-06-12 04:00:00,18.4653,-66.1167,America/Puerto_Rico,-4,91.56,613681200.0,78.27,613735200.0,91.56,613681200.0,81.92,613641600.0,0.97,72.73,0.76,cloudy,0.3,0.0,0.0,,0.0,,1018.83,Humid and overcast throughout the day.,613648140.0,613695749.0,84.84,613681200.0,76.89,613735200.0,84.84,613681200.0,78.89,613641600.0,613627200.0,5.0,613677600.0,,98.0,,,10.75
43,1989-06-13 04:00:00,18.4653,-66.1167,America/Puerto_Rico,-4,93.81,613753200.0,78.27,613818000.0,93.81,613753200.0,78.27,613735200.0,0.51,72.94,0.75,partly-cloudy-day,0.33,0.0,0.0,,0.0,,1018.92,Humid and partly cloudy throughout the day.,613734546.0,613782167.0,85.9,613753200.0,76.89,613818000.0,85.9,613753200.0,76.89,613735200.0,613713600.0,10.0,613756800.0,,97.0,,,9.77
44,1989-06-14 04:00:00,18.4653,-66.1167,America/Puerto_Rico,-4,93.81,613846800.0,81.92,613897200.0,93.81,613846800.0,78.27,613818000.0,0.41,73.08,0.75,partly-cloudy-day,0.36,0.0,0.0,,0.0,,1019.16,Humid and partly cloudy throughout the day.,613820953.0,613868583.0,85.9,613846800.0,78.89,613897200.0,85.9,613846800.0,76.89,613818000.0,613800000.0,10.0,613843200.0,,94.0,,,8.87
45,1989-06-15 04:00:00,18.4653,-66.1167,America/Puerto_Rico,-4,94.47,613936800.0,75.96,613990800.0,94.47,613936800.0,81.92,613897200.0,0.32,71.73,0.72,partly-cloudy-day,0.4,0.0,0.0,,0.0,,1018.71,Humid and partly cloudy throughout the day.,613907361.0,613955000.0,86.99,613936800.0,74.91,613990800.0,86.99,613936800.0,78.89,613897200.0,613886400.0,10.0,613929600.0,,92.0,,,9.94
46,1989-06-16 04:00:00,18.4653,-66.1167,America/Puerto_Rico,-4,92.09,614019600.0,75.96,614077200.0,92.09,614019600.0,75.96,613990800.0,0.3,70.28,0.71,partly-cloudy-day,0.43,0.0,0.0,,0.0,,1018.35,Partly cloudy throughout the day.,613993770.0,614041415.0,85.9,614019600.0,74.91,614070000.0,85.9,614019600.0,74.91,613990800.0,613972800.0,10.0,614016000.0,,103.0,,,9.89
47,1989-06-17 04:00:00,18.4653,-66.1167,America/Puerto_Rico,-4,91.56,614098800.0,75.2,614160000.0,91.56,614098800.0,75.96,614077200.0,0.55,71.68,0.78,rain,0.46,0.0112,0.2286,614088000.0,1.0,rain,1018.19,Rain in the morning.,614080179.0,614127830.0,84.84,614098800.0,73.84,614160000.0,84.84,614098800.0,74.91,614070000.0,614059200.0,10.0,614102400.0,,110.0,,,7.09
48,1989-06-18 04:00:00,18.4653,-66.1167,America/Puerto_Rico,-4,92.31,614192400.0,76.35,614242800.0,92.31,614192400.0,75.2,614160000.0,0.72,73.1,0.82,rain,0.49,0.0067,0.1614,614181600.0,1.0,rain,1016.99,Rain in the morning.,614166589.0,614214245.0,84.84,614192400.0,74.91,614242800.0,84.84,614192400.0,73.84,614160000.0,614145600.0,6.0,614185200.0,,101.0,,,6.32
49,1989-06-19 04:00:00,18.4653,-66.1167,America/Puerto_Rico,-4,94.47,614278800.0,75.04,614340000.0,94.47,614278800.0,76.35,614242800.0,0.35,72.46,0.78,partly-cloudy-day,0.53,0.0,0.0,,0.0,,1016.39,Humid and partly cloudy throughout the day.,614253000.0,614300658.0,86.99,614278800.0,73.84,614340000.0,86.99,614278800.0,74.91,614242800.0,614232000.0,10.0,614275200.0,,107.0,,,8.15
50,1989-06-20 04:00:00,18.4653,-66.1167,America/Puerto_Rico,-4,90.6,614365200.0,74.36,614426400.0,90.6,614365200.0,75.04,614340000.0,0.48,70.56,0.73,partly-cloudy-day,0.56,0.0,0.0,,0.0,,1016.78,Rain in the morning.,614339411.0,614387071.0,85.9,614365200.0,72.95,614426400.0,85.9,614365200.0,73.84,614340000.0,614318400.0,10.0,614361600.0,,101.0,,,7.31
51,1989-06-21 04:00:00,18.4653,-66.1167,America/Puerto_Rico,-4,90.71,614455200.0,75.33,614509200.0,90.71,614455200.0,74.36,614426400.0,0.65,71.43,0.77,rain,0.59,0.0049,0.11800000000000001,614419200.0,1.0,rain,1016.6,Rain in the morning and overnight.,614425823.0,614473484.0,84.84,614444400.0,73.84,614509200.0,84.84,614444400.0,72.95,614426400.0,614404800.0,10.0,614448000.0,,103.0,,,7.41
52,1989-06-22 04:00:00,18.4653,-66.1167,America/Puerto_Rico,-4,91.56,614527200.0,77.07,614595600.0,91.56,614527200.0,75.33,614509200.0,0.57,71.9,0.77,rain,0.63,0.0087,0.2085,614502000.0,1.0,rain,1015.77,Humid and mostly cloudy throughout the day.,614512236.0,614559895.0,85.9,614545200.0,75.78,614595600.0,85.9,614545200.0,73.84,614509200.0,614491200.0,10.0,614534400.0,,102.0,,,6.99
53,1989-06-23 04:00:00,18.4653,-66.1167,America/Puerto_Rico,-4,94.47,614635200.0,75.96,614678400.0,94.47,614635200.0,77.07,614595600.0,0.51,71.37,0.73,partly-cloudy-day,0.66,0.0,0.0,,0.0,,1015.23,Humid and mostly cloudy throughout the day.,614598649.0,614646306.0,86.99,614617200.0,74.91,614678400.0,86.99,614617200.0,75.78,614595600.0,614577600.0,10.0,614620800.0,,101.0,,,7.78
54,1989-06-24 04:00:00,18.4653,-66.1167,America/Puerto_Rico,-4,98.71,614714400.0,77.37,614772000.0,98.71,614714400.0,75.96,614678400.0,0.49,72.74,0.75,partly-cloudy-day,0.7,0.0,0.0,,0.0,,1015.74,Humid and mostly cloudy throughout the day.,614685063.0,614732717.0,87.89,614710800.0,75.8,614772000.0,87.89,614710800.0,74.91,614678400.0,614664000.0,10.0,614707200.0,,97.0,,,7.68
55,1989-06-25 04:00:00,18.4653,-66.1167,America/Puerto_Rico,-4,100.26,614804400.0,78.42,614854800.0,100.26,614804400.0,77.37,614772000.0,0.76,74.67,0.77,partly-cloudy-day,0.74,0.0,0.0,,0.0,,1016.4,Humid and mostly cloudy throughout the day.,614771477.0,614819126.0,88.98,614804400.0,76.89,614854800.0,88.98,614804400.0,75.8,614772000.0,614750400.0,5.0,614793600.0,,119.0,,,5.5
56,1989-06-26 04:00:00,18.4653,-66.1167,America/Puerto_Rico,-4,99.18,614894400.0,78.27,614944800.0,99.18,614894400.0,78.42,614854800.0,0.54,73.98,0.74,partly-cloudy-day,0.77,0.0,0.0,,0.0,,1016.07,Humid and partly cloudy throughout the day.,614857892.0,614905535.0,90.95,614887200.0,76.89,614937600.0,90.95,614887200.0,76.89,614854800.0,614836800.0,10.0,614880000.0,,111.0,,,7.29
57,1989-06-27 04:00:00,18.4653,-66.1167,America/Puerto_Rico,-4,99.58,614966400.0,79.75,615031200.0,99.58,614966400.0,78.27,614944800.0,0.25,73.42,0.74,partly-cloudy-day,0.81,0.0,0.0,,0.0,,1016.24,Humid and partly cloudy throughout the day.,614944308.0,614991942.0,90.95,614966400.0,78.0,615031200.0,90.95,614966400.0,76.89,614937600.0,614923200.0,10.0,614966400.0,,109.0,,,7.01
58,1989-06-28 04:00:00,18.4653,-66.1167,America/Puerto_Rico,-4,97.06,615056400.0,77.19,615117600.0,97.06,615056400.0,79.75,615031200.0,0.29,73.45,0.74,partly-cloudy-day,0.85,0.0,0.0,,0.0,,1017.34,Humid and partly cloudy throughout the day.,615030724.0,615078349.0,88.98,615056400.0,75.78,615117600.0,88.98,615056400.0,78.0,615031200.0,615009600.0,10.0,615052800.0,,99.0,,,8.29
59,1989-06-29 04:00:00,18.4653,-66.1167,America/Puerto_Rico,-4,94.62,615142800.0,77.09,615200400.0,94.62,615142800.0,77.19,615117600.0,0.24,72.25,0.73,partly-cloudy-day,0.88,0.0,0.0,,0.0,,1017.57,Humid and partly cloudy throughout the day.,615117141.0,615164755.0,87.89,615135600.0,75.8,615200400.0,87.89,615135600.0,75.78,615117600.0,615096000.0,10.0,615139200.0,,105.0,,,8.78
60,1989-06-30 04:00:00,18.4653,-66.1167,America/Puerto_Rico,-4,95.32,615232800.0,82.31,615279600.0,95.32,615232800.0,77.09,615200400.0,0.32,72.27,0.72,partly-cloudy-day,0.92,0.0,0.0,,0.0,,1017.47,Humid and partly cloudy throughout the day.,615203558.0,615251161.0,87.89,615225600.0,78.89,615279600.0,87.89,615225600.0,75.8,615200400.0,615182400.0,10.0,615225600.0,,98.0,,,9.74
61,1989-07-01 04:00:00,18.4653,-66.1167,America/Puerto_Rico,-4,98.71,615312000.0,77.66,615376800.0,98.71,615312000.0,78.42,615351600.0,0.79,74.84,0.8,rain,0.96,0.0458,1.0398,615351600.0,1.0,rain,1016.4,Heavy rain and humid throughout the day.,615289975.0,615337565.0,87.89,615312000.0,75.8,615376800.0,87.89,615312000.0,76.89,615351600.0,615268800.0,5.0,615312000.0,,102.0,,,8.35
