,date,latitude,longitude,timezone,offset,apparentTemperatureHigh,apparentTemperatureHighTime,apparentTemperatureLow,apparentTemperatureLowTime,apparentTemperatureMax,apparentTemperatureMaxTime,apparentTemperatureMin,apparentTemperatureMinTime,cloudCover,dewPoint,humidity,icon,moonPhase,precipIntensity,precipIntensityMax,precipIntensityMaxTime,precipProbability,precipType,pressure,summary,sunriseTime,sunsetTime,temperatureHigh,temperatureHighTime,temperatureLow,temperatureLowTime,temperatureMax,temperatureMaxTime,temperatureMin,temperatureMinTime,time,uvIndex,uvIndexTime,visibility,windBearing,windGust,windGustTime,windSpeed
1894,1994-07-08 04:00:00,18.4653,-66.1167,America/Puerto_Rico,-4,94.06,773694000.0,78.88,773737200.0,94.06,773694000.0,77.34,773650800.0,0.37,71.61,0.72,partly-cloudy-day,0.01,,,,,rain,1019.03,Humid and partly cloudy throughout the day.,773661304.0,773708772.0,88.98,773690400.0,77.79,773737200.0,88.98,773690400.0,75.8,773650800.0,773640000.0,10.0,773683200.0,,94.0,,,13.0
1895,1994-07-09 04:00:00,18.4653,-66.1167,America/Puerto_Rico,-4,95.64,773776800.0,79.13,773830800.0,95.64,773776800.0,78.88,773737200.0,0.22,72.41,0.72,partly-cloudy-day,0.04,,,,,rain,1019.78,Humid and partly cloudy throughout the day.,773747724.0,773795169.0,87.89,773776800.0,77.79,773830800.0,87.89,773776800.0,77.79,773737200.0,773726400.0,10.0,773769600.0,,76.0,,,12.81
1896,1994-07-10 04:00:00,18.4653,-66.1167,America/Puerto_Rico,-4,95.09,773859600.0,83.39,773902800.0,95.09,773859600.0,79.13,773830800.0,0.22,72.39,0.71,partly-cloudy-day,0.07,,,,,rain,1019.63,Humid and partly cloudy throughout the day.,773834145.0,773881566.0,86.99,773863200.0,79.76,773899200.0,86.99,773863200.0,77.79,773830800.0,773812800.0,10.0,773856000.0,,69.0,,,13.52
1897,1994-07-11 04:00:00,18.4653,-66.1167,America/Puerto_Rico,-4,97.68,773949600.0,82.09,774007200.0,97.68,773949600.0,83.39,773902800.0,0.61,74.28,0.75,partly-cloudy-day,0.11,,,,,rain,1019.75,Humid and mostly cloudy throughout the day.,773920565.0,773967961.0,87.89,773949600.0,78.89,774003600.0,87.89,773949600.0,79.76,773899200.0,773899200.0,10.0,773942400.0,,71.0,,,13.91
1898,1994-07-12 04:00:00,18.4653,-66.1167,America/Puerto_Rico,-4,97.68,774036000.0,82.31,774082800.0,97.68,774036000.0,82.09,774007200.0,0.29,74.09,0.74,partly-cloudy-day,0.14,,,,,rain,1020.08,Humid and partly cloudy throughout the day.,774006986.0,774054355.0,87.89,774028800.0,78.89,774082800.0,87.89,774028800.0,78.89,774003600.0,773985600.0,10.0,774032400.0,,76.0,,,13.83
1899,1994-07-13 04:00:00,18.4653,-66.1167,America/Puerto_Rico,-4,97.06,774122400.0,81.92,774172800.0,97.06,774122400.0,82.31,774082800.0,0.32,72.92,0.71,partly-cloudy-day,0.18,,,,,rain,1019.84,Humid and partly cloudy throughout the day.,774093407.0,774140749.0,88.98,774122400.0,78.89,774172800.0,88.98,774122400.0,78.89,774082800.0,774072000.0,10.0,774115200.0,,73.0,,,14.67
1900,1994-07-14 04:00:00,18.4653,-66.1167,America/Puerto_Rico,-4,95.61,774205200.0,77.07,774266400.0,95.61,774205200.0,81.92,774172800.0,0.22,72.69,0.71,partly-cloudy-day,0.21,,,,,rain,1019.61,Humid and partly cloudy throughout the day.,774179828.0,774227141.0,87.89,774201600.0,75.8,774266400.0,87.89,774201600.0,78.89,774172800.0,774158400.0,11.0,774205200.0,,70.0,,,14.18
1901,1994-07-15 04:00:00,18.4653,-66.1167,America/Puerto_Rico,-4,93.49,774295200.0,77.21,774345600.0,93.49,774295200.0,77.07,774266400.0,0.16,71.37,0.7,partly-cloudy-day,0.25,,,,,rain,1018.75,Humid throughout the day.,774266249.0,774313533.0,87.89,774288000.0,75.8,774345600.0,87.89,774288000.0,75.8,774266400.0,774244800.0,11.0,774291600.0,,69.0,,,11.31
1902,1994-07-16 04:00:00,18.4653,-66.1167,America/Puerto_Rico,-4,94.07,774385200.0,75.76,774435600.0,94.07,774385200.0,77.21,774345600.0,0.37,71.7,0.73,partly-cloudy-day,0.29,,,,,rain,1018.13,Humid and partly cloudy throughout the day.,774352670.0,774399923.0,88.06,774381600.0,74.72,774435600.0,88.06,774381600.0,75.8,774345600.0,774331200.0,10.0,774378000.0,,89.0,,,10.96
1903,1994-07-17 04:00:00,18.4653,-66.1167,America/Puerto_Rico,-4,95.77,774475200.0,76.18,774504000.0,95.77,774475200.0,75.76,774435600.0,0.43,70.62,0.68,partly-cloudy-day,0.32,,,,,rain,1017.95,Humid and partly cloudy throughout the day.,774439091.0,774486313.0,89.87,774460800.0,74.72,774504000.0,89.87,774460800.0,74.72,774435600.0,774417600.0,6.0,774453600.0,,88.0,,,12.59
1904,1994-07-18 04:00:00,18.4653,-66.1167,America/Puerto_Rico,-4,94.07,774561600.0,78.27,774597600.0,94.07,774561600.0,76.18,774504000.0,0.91,72.45,0.8,cloudy,0.36,,,,,rain,1018.55,Humid and overcast throughout the day.,774525513.0,774572701.0,86.82,774561600.0,76.89,774597600.0,86.82,774561600.0,74.72,774504000.0,774504000.0,5.0,774550800.0,,101.0,,,7.37
1905,1994-07-19 04:00:00,18.4653,-66.1167,America/Puerto_Rico,-4,96.53,774633600.0,79.13,774694800.0,96.53,774633600.0,78.27,774597600.0,0.52,73.3,0.74,partly-cloudy-day,0.4,,,,,rain,1018.83,Humid and mostly cloudy throughout the day.,774611934.0,774659088.0,87.89,774630000.0,77.79,774694800.0,87.89,774630000.0,76.89,774597600.0,774590400.0,6.0,774640800.0,,80.0,,,10.85
1906,1994-07-20 04:00:00,18.4653,-66.1167,America/Puerto_Rico,-4,97.98,774727200.0,79.0,774777600.0,97.98,774727200.0,79.13,774694800.0,0.18,72.64,0.71,partly-cloudy-day,0.43,,,,,rain,1019.04,Humid and partly cloudy throughout the day.,774698356.0,774745475.0,88.98,774727200.0,77.79,774777600.0,88.98,774727200.0,77.79,774694800.0,774676800.0,10.0,774723600.0,,78.0,,,12.12
1907,1994-07-21 04:00:00,18.4653,-66.1167,America/Puerto_Rico,-4,94.62,774806400.0,78.88,774871200.0,94.62,774806400.0,79.0,774777600.0,0.55,71.29,0.67,partly-cloudy-day,0.47,,,,,rain,1018.14,Humid and mostly cloudy throughout the day.,774784777.0,774831860.0,88.81,774810000.0,77.79,774871200.0,88.81,774810000.0,77.79,774777600.0,774763200.0,10.0,774806400.0,,75.0,,,14.99
1908,1994-07-22 04:00:00,18.4653,-66.1167,America/Puerto_Rico,-4,94.47,774910800.0,76.69,774957600.0,94.47,774910800.0,78.88,774871200.0,0.33,70.22,0.65,partly-cloudy-day,0.51,,,,,rain,1017.89,Humid and partly cloudy throughout the day.,774871198.0,774918245.0,88.98,774885600.0,75.8,774957600.0,88.98,774885600.0,77.79,774871200.0,774849600.0,10.0,774896400.0,,84.0,,,14.02
1909,1994-07-23 04:00:00,18.4653,-66.1167,America/Puerto_Rico,-4,92.97,774982800.0,78.13,775044000.0,92.97,774982800.0,76.69,774957600.0,0.58,69.97,0.67,partly-cloudy-day,0.54,,,,,rain,1018.34,Mostly cloudy throughout the day.,774957620.0,775004628.0,87.89,774979200.0,76.89,775036800.0,87.89,774979200.0,75.8,774957600.0,774936000.0,6.0,774986400.0,,77.0,,,11.14
1910,1994-07-24 04:00:00,18.4653,-66.1167,America/Puerto_Rico,-4,98.22,775065600.0,77.07,775130400.0,98.22,775065600.0,78.13,775044000.0,0.23,71.4,0.68,partly-cloudy-day,0.58,,,,,rain,1018.07,Humid and partly cloudy throughout the day.,775044041.0,775091011.0,90.95,775072800.0,75.8,775130400.0,90.95,775072800.0,76.89,775036800.0,775022400.0,10.0,775069200.0,,89.0,,,11.71
1911,1994-07-25 04:00:00,18.4653,-66.1167,America/Puerto_Rico,-4,95.99,775159200.0,77.34,775216800.0,95.99,775159200.0,77.07,775130400.0,0.17,71.28,0.69,partly-cloudy-day,0.61,,,,,rain,1017.7,Partly cloudy throughout the day.,775130462.0,775177392.0,88.98,775144800.0,75.8,775216800.0,88.98,775144800.0,75.8,775130400.0,775108800.0,10.0,775155600.0,,71.0,,,11.52
1912,1994-07-26 04:00:00,18.4653,-66.1167,America/Puerto_Rico,-4,95.77,775238400.0,79.68,775303200.0,95.77,775238400.0,77.34,775216800.0,0.31,72.25,0.71,partly-cloudy-day,0.64,,,,,rain,1017.26,Humid and partly cloudy throughout the day.,775216883.0,775263773.0,88.98,775245600.0,77.79,775303200.0,88.98,775245600.0,75.8,775216800.0,775195200.0,10.0,775242000.0,,76.0,,,13.34
1913,1994-07-27 04:00:00,18.4653,-66.1167,America/Puerto_Rico,-4,98.45,775332000.0,83.39,775389600.0,98.45,775332000.0,79.68,775303200.0,0.36,71.88,0.68,partly-cloudy-day,0.67,,,,,rain,1017.37,Humid and partly cloudy throughout the day.,775303304.0,775350152.0,91.81,775328400.0,79.76,775389600.0,91.81,775328400.0,77.79,775303200.0,775281600.0,10.0,775328400.0,,87.0,,,13.56
1914,1994-07-28 04:00:00,18.4653,-66.1167,America/Puerto_Rico,-4,94.82,775411200.0,76.94,775476000.0,94.82,775411200.0,83.39,775389600.0,0.31,72.11,0.7,partly-cloudy-day,0.7,,,,,rain,1017.47,Humid and partly cloudy throughout the day.,775389725.0,775436531.0,88.81,775411200.0,75.8,775476000.0,88.81,775411200.0,79.76,775389600.0,775368000.0,10.0,775414800.0,,82.0,,,13.36
1915,1994-07-29 04:00:00,18.4653,-66.1167,America/Puerto_Rico,-4,94.62,775501200.0,82.09,775551600.0,94.62,775501200.0,76.94,775476000.0,0.48,72.39,0.75,partly-cloudy-day,0.73,,,,,rain,1017.82,Humid and partly cloudy throughout the day.,775476145.0,775522908.0,87.89,775501200.0,78.89,775551600.0,87.89,775501200.0,75.8,775476000.0,775454400.0,6.0,775504800.0,,89.0,,,10.9
1916,1994-07-30 04:00:00,18.4653,-66.1167,America/Puerto_Rico,-4,94.47,775591200.0,76.65,775645200.0,94.47,775591200.0,82.09,775551600.0,0.63,73.39,0.74,partly-cloudy-day,0.77,,,,,rain,1018.03,Humid and mostly cloudy throughout the day.,775562565.0,775609285.0,86.99,775591200.0,74.91,775645200.0,86.99,775591200.0,78.89,775551600.0,775540800.0,8.0,775580400.0,,78.0,,,13.99
1917,1994-07-31 04:00:00,18.4653,-66.1167,America/Puerto_Rico,-4,97.98,775677600.0,77.34,775735200.0,97.98,775677600.0,76.65,775645200.0,0.8,74.12,0.8,partly-cloudy-day,0.8,,,,,rain,1016.94,Humid and overcast throughout the day.,775648986.0,775695660.0,88.98,775677600.0,75.8,775735200.0,88.98,775677600.0,74.91,775645200.0,775627200.0,5.0,775674000.0,,95.0,,,8.98
1918,1994-08-01 04:00:00,18.4653,-66.1167,America/Puerto_Rico,-4,97.48,775756800.0,77.5,775821600.0,97.48,775756800.0,77.34,775735200.0,0.46,74.78,0.81,partly-cloudy-day,0.83,,,,,rain,1016.66,Humid and mostly cloudy throughout the day.,775735406.0,775782035.0,87.89,775756800.0,75.8,775821600.0,87.89,775756800.0,75.8,775735200.0,775713600.0,10.0,775760400.0,,82.0,,,11.18
1919,1994-08-02 04:00:00,18.4653,-66.1167,America/Puerto_Rico,-4,100.32,775846800.0,79.4,775900800.0,100.32,775846800.0,77.5,775821600.0,0.4,73.89,0.75,partly-cloudy-day,0.86,,,,,rain,1016.59,Humid and partly cloudy throughout the day.,775821825.0,775868409.0,90.95,775850400.0,77.79,775900800.0,90.95,775850400.0,75.8,775821600.0,775800000.0,10.0,775846800.0,,87.0,,,11.38
1920,1994-08-03 04:00:00,18.4653,-66.1167,America/Puerto_Rico,-4,96.64,775929600.0,77.34,775994400.0,96.64,775929600.0,79.4,775900800.0,0.54,73.34,0.73,partly-cloudy-day,0.89,,,,,rain,1018.11,Humid and mostly cloudy throughout the day.,775908245.0,775954781.0,88.98,775936800.0,75.8,775990800.0,88.98,775936800.0,77.79,775900800.0,775886400.0,10.0,775933200.0,,75.0,,,11.77
1921,1994-08-04 04:00:00,18.4653,-66.1167,America/Puerto_Rico,-4,94.62,776019600.0,77.07,776080800.0,94.62,776019600.0,77.34,775994400.0,0.62,72.52,0.75,partly-cloudy-day,0.92,,,,,rain,1017.86,Humid and mostly cloudy throughout the day.,775994664.0,776041153.0,87.89,776019600.0,75.8,776077200.0,87.89,776019600.0,75.8,775990800.0,775972800.0,5.0,776019600.0,,84.0,,,10.76
1922,1994-08-05 04:00:00,18.4653,-66.1167,America/Puerto_Rico,-4,94.62,776106000.0,78.13,776156400.0,94.62,776106000.0,77.07,776080800.0,0.48,71.28,0.72,partly-cloudy-day,0.95,,,,,rain,1017.32,Mostly cloudy throughout the day.,776081083.0,776127524.0,87.89,776106000.0,76.89,776156400.0,87.89,776106000.0,75.8,776077200.0,776059200.0,6.0,776098800.0,,85.0,,,11.95
1923,1994-08-06 04:00:00,18.4653,-66.1167,America/Puerto_Rico,-4,97.06,776196000.0,78.39,776253600.0,97.06,776196000.0,78.13,776156400.0,0.42,72.31,0.72,partly-cloudy-day,0.99,,,,,rain,1017.04,Humid and partly cloudy throughout the day.,776167502.0,776213894.0,88.98,776196000.0,76.89,776253600.0,88.98,776196000.0,76.89,776156400.0,776145600.0,6.0,776196000.0,,89.0,,,10.62
1924,1994-08-07 04:00:00,18.4653,-66.1167,America/Puerto_Rico,-4,97.06,776282400.0,78.13,776336400.0,97.06,776282400.0,78.39,776253600.0,0.24,72.81,0.72,partly-cloudy-day,0.02,,,,,rain,1016.72,Humid and partly cloudy throughout the day.,776253921.0,776300263.0,88.98,776282400.0,76.89,776336400.0,88.98,776282400.0,76.89,776253600.0,776232000.0,10.0,776278800.0,,76.0,,,10.49
1925,1994-08-08 04:00:00,18.4653,-66.1167,America/Puerto_Rico,-4,93.7,776365200.0,78.01,776426400.0,93.7,776365200.0,78.13,776336400.0,0.44,71.71,0.72,partly-cloudy-day,0.06,,,,,rain,1015.88,Humid and mostly cloudy throughout the day.,776340339.0,776386631.0,87.89,776365200.0,76.89,776419200.0,87.89,776365200.0,76.89,776336400.0,776318400.0,6.0,776354400.0,,76.0,,,10.7
1926,1994-08-09 04:00:00,18.4653,-66.1167,America/Puerto_Rico,-4,93.7,776451600.0,77.21,776484000.0,93.7,776451600.0,77.21,776484000.0,0.59,71.53,0.73,partly-cloudy-day,0.1,,,,,rain,1016.17,Humid and mostly cloudy throughout the day.,776426757.0,776472998.0,87.89,776451600.0,75.8,776484000.0,87.89,776451600.0,75.8,776484000.0,776404800.0,7.0,776444400.0,,87.0,,,10.42
1927,1994-08-10 04:00:00,18.4653,-66.1167,America/Puerto_Rico,-4,94.62,776538000.0,77.21,776595600.0,94.62,776538000.0,77.21,776509200.0,0.42,72.63,0.78,partly-cloudy-day,0.13,,,,,rain,1016.01,Humid and partly cloudy throughout the day.,776513174.0,776559365.0,87.89,776538000.0,75.8,776595600.0,87.89,776538000.0,75.8,776509200.0,776491200.0,10.0,776534400.0,,101.0,,,9.81
1928,1994-08-11 04:00:00,18.4653,-66.1167,America/Puerto_Rico,-4,95.45,776624400.0,79.25,776678400.0,95.45,776624400.0,77.21,776595600.0,0.3,72.48,0.73,partly-cloudy-day,0.17,,,,,rain,1016.79,Humid and partly cloudy throughout the day.,776599592.0,776645730.0,87.89,776624400.0,77.79,776678400.0,87.89,776624400.0,75.8,776595600.0,776577600.0,10.0,776620800.0,,83.0,,,10.62
1929,1994-08-12 04:00:00,18.4653,-66.1167,America/Puerto_Rico,-4,96.11,776707200.0,87.53,776772000.0,96.11,776707200.0,79.25,776678400.0,0.4,73.12,0.72,partly-cloudy-day,0.21,,,,,rain,1017.77,Humid and partly cloudy throughout the day.,776686009.0,776732095.0,89.87,776707200.0,81.74,776754000.0,89.87,776707200.0,77.79,776678400.0,776664000.0,10.0,776707200.0,,82.0,,,11.62
1930,1994-08-13 04:00:00,18.4653,-66.1167,America/Puerto_Rico,-4,98.71,776804400.0,79.25,776858400.0,98.71,776804400.0,87.53,776772000.0,0.44,74.44,0.72,partly-cloudy-day,0.24,,,,,rain,1018.27,Humid and partly cloudy throughout the day.,776772425.0,776818458.0,87.89,776793600.0,77.79,776858400.0,87.89,776793600.0,81.74,776754000.0,776750400.0,10.0,776793600.0,,70.0,,,15.87
1931,1994-08-14 04:00:00,18.4653,-66.1167,America/Puerto_Rico,-4,94.47,776887200.0,78.13,776941200.0,94.47,776887200.0,79.25,776858400.0,0.33,73.53,0.73,partly-cloudy-day,0.28,,,,,rain,1017.4,Humid and partly cloudy throughout the day.,776858842.0,776904821.0,86.99,776887200.0,76.89,776941200.0,86.99,776887200.0,77.79,776858400.0,776836800.0,10.0,776880000.0,,76.0,,,12.28
1932,1994-08-15 04:00:00,18.4653,-66.1167,America/Puerto_Rico,-4,97.75,776970000.0,83.07,777031200.0,97.75,776970000.0,78.13,776941200.0,0.2,72.38,0.71,partly-cloudy-day,0.32,,,,,rain,1017.02,Humid and partly cloudy throughout the day.,776945258.0,776991184.0,88.98,776973600.0,79.76,777024000.0,88.98,776973600.0,76.89,776941200.0,776923200.0,10.0,776966400.0,,79.0,,,11.91
1933,1994-08-16 04:00:00,18.4653,-66.1167,America/Puerto_Rico,-4,96.64,777063600.0,81.92,777110400.0,96.64,777063600.0,83.07,777031200.0,0.17,72.2,0.68,partly-cloudy-day,0.35,,,,,rain,1017.9,Humid and partly cloudy throughout the day.,777031673.0,777077545.0,88.81,777052800.0,78.89,777110400.0,88.81,777052800.0,79.76,777024000.0,777009600.0,10.0,777052800.0,,76.0,,,15.03
1934,1994-08-17 04:00:00,18.4653,-66.1167,America/Puerto_Rico,-4,96.53,777142800.0,77.34,777204000.0,96.53,777142800.0,81.92,777110400.0,0.24,73.11,0.7,partly-cloudy-day,0.39,,,,,rain,1017.29,Humid and partly cloudy throughout the day.,777118089.0,777163905.0,87.89,777132000.0,75.8,777204000.0,87.89,777132000.0,78.89,777110400.0,777096000.0,10.0,777139200.0,,74.0,,,14.27
1935,1994-08-18 04:00:00,18.4653,-66.1167,America/Puerto_Rico,-4,97.17,777240000.0,77.5,777290400.0,97.17,777240000.0,77.34,777204000.0,0.67,74.53,0.79,partly-cloudy-day,0.42,,,,,rain,1016.21,Humid and mostly cloudy throughout the day.,777204504.0,777250265.0,86.82,777240000.0,75.8,777290400.0,86.82,777240000.0,75.8,777204000.0,777182400.0,6.0,777232800.0,,88.0,,,12.83
1936,1994-08-19 04:00:00,18.4653,-66.1167,America/Puerto_Rico,-4,97.75,777322800.0,77.34,777376800.0,97.75,777322800.0,77.5,777290400.0,0.37,73.01,0.74,partly-cloudy-day,0.46,,,,,rain,1015.86,Humid and partly cloudy throughout the day.,777290918.0,777336624.0,88.81,777312000.0,75.8,777376800.0,88.81,777312000.0,75.8,777290400.0,777268800.0,10.0,777312000.0,,87.0,,,11.12
1937,1994-08-20 04:00:00,18.4653,-66.1167,America/Puerto_Rico,-4,97.98,777405600.0,78.27,777463200.0,97.98,777405600.0,77.34,777376800.0,0.41,73.35,0.74,partly-cloudy-day,0.49,,,,,rain,1015.65,Humid and partly cloudy throughout the day.,777377333.0,777422983.0,88.98,777405600.0,76.89,777463200.0,88.98,777405600.0,75.8,777376800.0,777355200.0,10.0,777398400.0,,69.0,,,6.67
1938,1994-08-21 04:00:00,18.4653,-66.1167,America/Puerto_Rico,-4,100.01,777495600.0,84.74,777549600.0,100.01,777495600.0,78.27,777463200.0,0.36,74.46,0.74,partly-cloudy-day,0.52,,,,,rain,1015.81,Humid and partly cloudy throughout the day.,777463747.0,777509340.0,88.98,777481200.0,79.76,777538800.0,88.98,777481200.0,76.89,777463200.0,777441600.0,10.0,777484800.0,,68.0,,,8.35
1939,1994-08-22 04:00:00,18.4653,-66.1167,America/Puerto_Rico,-4,99.18,777578400.0,89.33,777636000.0,99.18,777578400.0,84.74,777549600.0,0.36,75.56,0.75,partly-cloudy-day,0.56,,,,,rain,1015.99,Humid and partly cloudy throughout the day.,777550161.0,777595697.0,89.87,777567600.0,82.86,777625200.0,89.87,777567600.0,79.76,777538800.0,777528000.0,10.0,777571200.0,,79.0,,,12.25
1940,1994-08-23 04:00:00,18.4653,-66.1167,America/Puerto_Rico,-4,102.93,777668400.0,82.09,777722400.0,102.93,777668400.0,84.73,777686400.0,0.46,75.48,0.73,partly-cloudy-day,0.59,,,,,rain,1016.47,Humid and partly cloudy throughout the day.,777636574.0,777682054.0,89.87,777664800.0,78.89,777722400.0,89.87,777664800.0,80.85,777686400.0,777614400.0,10.0,777657600.0,,66.0,,,14.17
1941,1994-08-24 04:00:00,18.4653,-66.1167,America/Puerto_Rico,-4,98.71,777751200.0,79.4,777798000.0,98.71,777751200.0,79.48,777780000.0,0.55,74.69,0.76,partly-cloudy-day,0.62,,,,,rain,1016.83,Humid and mostly cloudy throughout the day.,777722987.0,777768409.0,87.89,777740400.0,77.79,777798000.0,87.89,777740400.0,78.0,777780000.0,777700800.0,8.0,777740400.0,,89.0,,,11.16
1942,1994-08-25 04:00:00,18.4653,-66.1167,America/Puerto_Rico,-4,98.74,777841200.0,82.09,777891600.0,98.74,777841200.0,79.4,777798000.0,0.32,73.64,0.73,partly-cloudy-day,0.65,,,,,rain,1017.33,Humid and partly cloudy throughout the day.,777809400.0,777854764.0,89.87,777826800.0,78.89,777888000.0,89.87,777826800.0,77.79,777798000.0,777787200.0,10.0,777830400.0,,78.0,,,9.22
1943,1994-08-26 04:00:00,18.4653,-66.1167,America/Puerto_Rico,-4,100.16,777916800.0,84.74,777981600.0,100.16,777916800.0,82.09,777891600.0,0.33,73.38,0.7,partly-cloudy-day,0.68,,,,,rain,1016.67,Humid and partly cloudy throughout the day.,777895813.0,777941118.0,89.87,777916800.0,79.76,777981600.0,89.87,777916800.0,78.89,777888000.0,777873600.0,10.0,777916800.0,,71.0,,,9.23
1944,1994-08-27 04:00:00,18.4653,-66.1167,America/Puerto_Rico,-4,101.36,778003200.0,79.4,778068000.0,101.36,778003200.0,84.74,777981600.0,0.46,75.37,0.76,partly-cloudy-day,0.71,,,,,rain,1016.2,Humid and mostly cloudy throughout the day.,777982225.0,778027472.0,90.77,778003200.0,77.79,778068000.0,90.77,778003200.0,79.76,777981600.0,777960000.0,10.0,778006800.0,,91.0,,,8.86
1945,1994-08-28 04:00:00,18.4653,-66.1167,America/Puerto_Rico,-4,97.75,778089600.0,79.25,778150800.0,97.75,778089600.0,79.4,778068000.0,0.4,74.37,0.76,partly-cloudy-day,0.74,,,,,rain,1016.46,Humid and partly cloudy throughout the day.,778068637.0,778113825.0,88.81,778089600.0,77.79,778150800.0,88.81,778089600.0,77.79,778068000.0,778046400.0,10.0,778089600.0,,90.0,,,7.78
1946,1994-08-29 04:00:00,18.4653,-66.1167,America/Puerto_Rico,-4,101.68,778186800.0,86.46,778240800.0,101.68,778186800.0,79.25,778150800.0,0.44,73.81,0.71,partly-cloudy-day,0.77,,,,,rain,1016.56,Humid and partly cloudy throughout the day.,778155048.0,778200178.0,92.76,778179600.0,80.85,778240800.0,92.76,778179600.0,77.79,778150800.0,778132800.0,10.0,778176000.0,,85.0,,,10.85
1947,1994-08-30 04:00:00,18.4653,-66.1167,America/Puerto_Rico,-4,100.16,778266000.0,88.03,778323600.0,100.16,778266000.0,86.46,778240800.0,0.4,74.65,0.71,partly-cloudy-day,0.8,,,,,rain,1017.69,Humid and partly cloudy throughout the day.,778241460.0,778286530.0,89.87,778266000.0,82.86,778320000.0,89.87,778266000.0,80.85,778240800.0,778219200.0,10.0,778262400.0,,78.0,,,12.54
1948,1994-08-31 04:00:00,18.4653,-66.1167,America/Puerto_Rico,-4,99.14,778352400.0,82.13,778399200.0,99.14,778352400.0,88.03,778323600.0,0.41,73.35,0.67,partly-cloudy-day,0.84,,,,,rain,1017.32,Humid and partly cloudy throughout the day.,778327871.0,778372882.0,89.87,778352400.0,78.89,778399200.0,89.87,778352400.0,81.74,778384800.0,778305600.0,9.0,778352400.0,,62.0,,,13.27
1949,1994-09-01 04:00:00,18.4653,-66.1167,America/Puerto_Rico,-4,96.53,778431600.0,79.4,778496400.0,96.53,778431600.0,82.13,778399200.0,0.56,74.05,0.76,partly-cloudy-day,0.87,,,,,rain,1016.21,Humid and mostly cloudy throughout the day.,778414282.0,778459233.0,87.89,778431600.0,77.79,778496400.0,87.89,778431600.0,78.89,778399200.0,778392000.0,10.0,778435200.0,,88.0,,,10.58
1950,1994-09-02 04:00:00,18.4653,-66.1167,America/Puerto_Rico,-4,95.77,778521600.0,77.21,778586400.0,95.77,778521600.0,79.4,778496400.0,0.78,73.39,0.74,partly-cloudy-day,0.9,,,,,rain,1016.65,Humid and mostly cloudy throughout the day.,778500693.0,778545583.0,88.81,778521600.0,75.8,778586400.0,88.81,778521600.0,77.79,778496400.0,778478400.0,6.0,778518000.0,,91.0,,,10.42
1951,1994-09-03 04:00:00,18.4653,-66.1167,America/Puerto_Rico,-4,100.38,778615200.0,82.73,778665600.0,100.38,778615200.0,77.21,778586400.0,0.29,73.68,0.73,partly-cloudy-day,0.94,,,,,rain,1016.62,Humid and partly cloudy throughout the day.,778587103.0,778631934.0,89.87,778615200.0,78.89,778665600.0,89.87,778615200.0,75.8,778586400.0,778564800.0,9.0,778608000.0,,75.0,,,10.19
1952,1994-09-04 04:00:00,18.4653,-66.1167,America/Puerto_Rico,-4,101.48,778690800.0,86.46,778755600.0,101.48,778690800.0,82.73,778665600.0,0.35,75.62,0.76,partly-cloudy-day,0.97,,,,,rain,1016.88,Humid and partly cloudy throughout the day.,778673513.0,778718283.0,89.87,778690800.0,80.85,778752000.0,89.87,778690800.0,78.89,778665600.0,778651200.0,9.0,778694400.0,,81.0,,,11.53
1953,1994-09-05 04:00:00,18.4653,-66.1167,America/Puerto_Rico,-4,100.47,778791600.0,77.21,778849200.0,100.47,778791600.0,86.46,778755600.0,0.53,73.68,0.69,partly-cloudy-day,0.01,,,,,rain,1016.73,Humid and partly cloudy throughout the day.,778759923.0,778804633.0,91.81,778791600.0,75.8,778849200.0,91.81,778791600.0,80.85,778752000.0,778737600.0,9.0,778780800.0,,79.0,,,11.74
1954,1994-09-06 04:00:00,18.4653,-66.1167,America/Puerto_Rico,-4,95.78,778870800.0,77.34,778928400.0,95.78,778870800.0,77.21,778849200.0,0.84,73.71,0.83,partly-cloudy-day,0.05,,,,,rain,1016.85,Humid and overcast throughout the day.,778846333.0,778890982.0,85.9,778870800.0,75.8,778924800.0,85.9,778870800.0,75.8,778849200.0,778824000.0,5.0,778867200.0,,113.0,,,7.36
1955,1994-09-07 04:00:00,18.4653,-66.1167,America/Puerto_Rico,-4,98.74,778953600.0,78.39,779018400.0,98.74,778953600.0,77.34,778928400.0,0.43,74.0,0.77,partly-cloudy-day,0.08,,,,,rain,1016.61,Humid and partly cloudy throughout the day.,778932743.0,778977331.0,88.81,778953600.0,76.89,779018400.0,88.81,778953600.0,75.8,778924800.0,778910400.0,9.0,778953600.0,,89.0,,,9.18
1956,1994-09-08 04:00:00,18.4653,-66.1167,America/Puerto_Rico,-4,97.98,779047200.0,82.54,779101200.0,97.98,779047200.0,78.39,779018400.0,0.27,73.54,0.73,partly-cloudy-day,0.12,,,,,rain,1016.14,Humid and partly cloudy throughout the day.,779019152.0,779063679.0,88.98,779047200.0,78.89,779101200.0,88.98,779047200.0,76.89,779018400.0,778996800.0,9.0,779040000.0,,84.0,,,10.61
